age,careAddr,careNm,colorCd,kindCd,neuterYn,noticeEdt,officetel,popfile,processState,specialMark,weight,animalKind,address,sexCd
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,삼색,[개] 믹스견,N,20180820,054-550-6287,http://www.animal.go.kr/files/shelter/2018/07/201808121608331.jpg,보호중,어미와 새끼2마리 같이 유기됨,2(Kg),개,경상도,여자아이
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,연갈색,[개] 믹스견,N,20180820,054-550-6287,http://www.animal.go.kr/files/shelter/2018/07/201808121608112.jpg,보호중,어미한마리 새끼2마리 같이 유기됨,2(Kg),개,경상도,남자아이
2014(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,연황색,[개] 믹스견,N,20180820,054-550-6287,http://www.animal.go.kr/files/shelter/2018/07/201808121608981.jpg,보호중,새끼 2마리와 같이 유기,8(Kg),개,경상도,여자아이
2016(년생),경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,흑/백/황,[개] 믹스견,N,20180822,054-270-2724,http://www.animal.go.kr/files/shelter/2018/07/201808121708991.jpg,보호중,순함/진드기,4(Kg),개,경상도,여자아이
2018(년생),전라남도 담양군 봉산면 대추1길 111 (봉산면) 111,담양군 동물보호소,갈색,[개] 믹스견,U,20180822,061-380-2729,http://www.animal.go.kr/files/shelter/2018/07/201808121108114.jpg,보호중,젖먹이 출생10일내외 ,0.5(Kg),개,전라도,남자아이
2016(년생),충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,충주시동물보호센터,흰색,[개] 믹스견,N,20180819,043-850-5872,http://www.animal.go.kr/files/shelter/2018/07/201808121408597.jpg,보호중,목줄이 있고 온순함 사람을 잘따름,5(Kg),개,충청도,남자아이
2012(년생),충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,충주시동물보호센터,검정,[개] 롯트와일러,U,20180819,043-850-5872,http://www.animal.go.kr/files/shelter/2018/07/201808121208385.jpg,보호중,왼쪽앞발 혹같은게 있고 꼬리가 짧고 엉덩이가 갈색 사상충양성,30(Kg),개,충청도,여자아이
2018(년생),충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,충주시동물보호센터,흰갈,[개] 믹스견,U,20180819,043-850-5872,http://www.animal.go.kr/files/shelter/2018/07/201808121208980.jpg,보호중,귀가접혀있고 온순함 사람을 따라다님,5.8(Kg),개,충청도,여자아이
2018(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,연한갈색,[개] 믹스견,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/201808121608409.jpg,보호중,발 끝에 하얀색 털이 나있음,3(Kg),개,경기도,남자아이
2018(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,연한갈색,[개] 믹스견,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/201808121608863.jpg,보호중,발 끝에 하얀색 털이 나있음,2(Kg),개,경기도,남자아이
2016(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,회색,[개] 푸들,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/201808121408141.jpg,보호중,미용이 되어있고 순함,3(Kg),개,경기도,여자아이
2016(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,흰색/ 주황색,[개] 아키다,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/201808121008674.jpg,보호중,등 뒤쪽에 주황빛 털이 나있음,25(Kg),개,경기도,남자아이
2017(년생),경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,백,[개] 포메라니안,U,20180824,031-310-2324,http://www.animal.go.kr/files/shelter/2018/07/201808131208312.jpg,보호중,8-12-639,3(Kg),개,경기도,여자아이
2017(년생),경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,백,[개] 믹스견,U,20180824,031-310-2324,http://www.animal.go.kr/files/shelter/2018/07/201808131208208.jpg,보호중,몸 만지면 물려고함. 부정교합.,5(Kg),개,경기도,여자아이
2012(년생),경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,흑백,[개] 슈나우져,N,20180824,031-310-2324,http://www.animal.go.kr/files/shelter/2018/07/201808131208614.jpg,보호중,내장칩되어있음. 주인연락됨.,4(Kg),개,경기도,남자아이
2018(년생),경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,(사)한동보,백,[개] 믹스견,N,20180824,031-481-3207,http://www.animal.go.kr/files/shelter/2018/07/20180813110865.jpg,보호중,2개월추정,1(Kg),개,경기도,여자아이
2016(년생),경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,(사)한동보,흑백,[개] 믹스견,N,20180824,031-481-3207,http://www.animal.go.kr/files/shelter/2018/07/201808131108485.jpg,보호중,파란목줄/ 쇠줄/ 보더콜리믹스,20(Kg),개,경기도,남자아이
2018(년생),경기도 안산시 상록구 청곡길 50 (부곡동) ,한국야생동물보호협회,갈백,[고양이] 한국 고양이,N,20180822,031-8045-5423,http://www.animal.go.kr/files/shelter/2018/07/201808131208290.jpg,보호중,뒷다리 절뚝거림. 순함.,2(Kg),고양이,경기도,남자아이
2018(년생),경기도 안산시 상록구 청곡길 50 (부곡동) ,한국야생동물보호협회,흑백,[고양이] 한국 고양이,N,20180822,031-8045-5423,http://www.animal.go.kr/files/shelter/2018/07/201808131208527.jpg,보호중,안질환. 기력없음.,1.5(Kg),고양이,경기도,남자아이
2017(년생),경기도 성남시 분당구 불정로 266 (수내동/ 유신제일조합) ,펫토피아동물병원,갈색,[개] 진도견,U,20180822,031-729-2612,http://www.animal.go.kr/files/shelter/2018/07/201808121408113.jpg,보호중,많이 마른편/초록노랑 목줄착용.,10.6(Kg),개,경기도,여자아이
2018(년생),경기도 성남시 분당구 불정로 266 (수내동/ 유신제일조합) ,펫토피아동물병원,회,[고양이] 러시안 블루,N,20180822,031-729-2612,http://www.animal.go.kr/files/shelter/2018/07/201808121208850.jpg,보호중,온순함,2.3(Kg),고양이,경기도,여자아이
2018(년생),경기도 성남시 분당구 불정로 266 (수내동/ 유신제일조합) ,펫토피아동물병원,백,[고양이] 터키시 앙고라,N,20180822,031-729-2612,http://www.animal.go.kr/files/shelter/2018/07/201808121208367.jpg,보호중,온순함,3(Kg),고양이,경기도,남자아이
2017(년생),경기도 성남시 분당구 불정로 266 (수내동/ 유신제일조합) ,펫토피아동물병원,백,[고양이] 터키시 앙고라,N,20180822,031-729-2612,http://www.animal.go.kr/files/shelter/2018/07/201808121208290.jpg,보호중,온순암,4.3(Kg),고양이,경기도,남자아이
2008(년생),울산광역시 북구 진장유통로 64 (진장동/ 롯데마트) 4층 쿨펫동물병원,쿨펫동물병원,흰색,[개] 말티즈,N,20180822,052-241-8083,http://www.animal.go.kr/files/shelter/2018/07/201808121308299.jpg,보호중,미용시킴/ 앞발 상처/ 피부 안좋음,2.5(Kg),개,울산광역시,여자아이
2011(년생),울산광역시 북구 진장유통로 64 (진장동/ 롯데마트) 4층 쿨펫동물병원,쿨펫동물병원,흰색,[개] 말티즈,N,20180822,052-241-8083,http://www.animal.go.kr/files/shelter/2018/07/201808121308410.jpg,보호중,미용시킴/ 피부 조금 안좋음,2.8(Kg),개,울산광역시,여자아이
2015(년생),광주광역시 북구 본촌마을길 25 (본촌동/ 건국동사무소) 광주 동물보호소,광주 동물보호소,흰색,[개] 말티즈,Y,20180822,062-571-2808,http://www.animal.go.kr/files/shelter/2018/07/201808121508138.jpg,보호중,18-1106쇼와,3.7(Kg),개,광주광역시,남자아이
2010(년생),광주광역시 북구 본촌마을길 25 (본촌동/ 건국동사무소) 광주 동물보호소,광주 동물보호소,회갈,[개] 믹스견,U,20180822,062-360-7373,http://www.animal.go.kr/files/shelter/2018/07/201808121508209.jpg,보호중,18-1108노노,3(Kg),개,광주광역시,여자아이
2015(년생),광주광역시 북구 본촌마을길 25 (본촌동/ 건국동사무소) 광주 동물보호소,광주 동물보호소,흰갈,[개] 믹스견,U,20180822,062-360-7373,http://www.animal.go.kr/files/shelter/2018/07/201808121508110.jpg,보호중,18-1107꼬미,3(Kg),개,광주광역시,여자아이
2015(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,갈색,[개] 믹스견,N,20180822,02-879-5798,http://www.animal.go.kr/files/shelter/2018/07/201808121008802.jpg,보호중,야생들개추정/마취총으로 잡음/칩없음,10(Kg),개,서울특별시,남자아이
2015(년생),서울특별시 양천구 목동  657번지 16호,강현림 동물병원,흰색,[개] 말티즈,N,20180822,02-2620-4821,http://www.animal.go.kr/files/shelter/2018/07/201808121108238.jpg,보호중,치석있고미용되어있으며온순하고잘따르나짖는편이고경계심없음,3.6(Kg),개,서울특별시,여자아이
2015(년생),경상남도 창녕군 영산면 로터리길 22-1 (영산면) 고암면 억만리 28-1,창녕 유기동물보호소,회색,[개] 믹스견,N,20180823,055-530-6105,http://www.animal.go.kr/files/shelter/2018/07/201808112208279.jpg,보호중,없음,2(Kg),개,경상도,여자아이
2010(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,유기동물및관리협회,갈색,[개] 믹스견,U,20180823,055-330-4328,http://www.animal.go.kr/files/shelter/2018/07/201808131108171.jpg,보호중,양호,4(Kg),개,부산광역시,남자아이
2012(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물및보호관리협회,유기동물및관리협회,검은색&갈색,[개] 닥스훈트,U,20180823,055-330-4328,http://www.animal.go.kr/files/shelter/2018/07/201808131008714.jpg,보호중,양호,5(Kg),개,부산광역시,남자아이
2018(년생),경상북도 울진군 울진읍 연호로 21-4 (울진읍) 울진동물병원,울진동물병원,백색,[개] 믹스견,N,20180823,054-789-6792,http://www.animal.go.kr/files/shelter/2018/07/201808131508758.jpg,보호중,백색 유기견,3(Kg),개,경상도,남자아이
2018(년생),경상북도 울진군 울진읍 연호로 21-4 (울진읍) 울진동물병원,울진동물병원,백색,[개] 믹스견,N,20180823,054-789-6792,http://www.animal.go.kr/files/shelter/2018/07/201808131508388.jpg,보호중,백색 유기견,3(Kg),개,경상도,남자아이
2011(년생),경상북도 김천시 조마로 2128 (양천동) ,김천시 동물보호센터,흰색,[개] 말티즈,N,20180823,054-421-2518,http://www.animal.go.kr/files/shelter/2018/07/201808130908257[1].jpg,보호중,야위고 피부병있음,1.5(Kg),개,경상도,여자아이
2016(년생),경상북도 김천시 조마로 2128 (양천동) ,김천시 동물보호센터,흰색,[개] 페키니즈,N,20180823,054-421-2518,http://www.animal.go.kr/files/shelter/2018/07/20180813090848.jpg,보호중,야위고 피부병이있음,4(Kg),개,경상도,남자아이
2016(년생),경상북도 김천시 조마로 2128 (양천동) ,김천시 동물보호센터,갈색,[개] 믹스견,U,20180823,054-421-2518,http://www.animal.go.kr/files/shelter/2018/07/201808130908692.jpg,보호중,경계심강하고 공격적임,4(Kg),개,경상도,남자아이
2015(년생),전라남도 여수시 주삼동 농업기술센터,유기동물보호소,갈색,[개] 푸들,N,20180823,061-659-4419,http://www.animal.go.kr/files/shelter/2018/07/201808131308275.jpg,보호중,귀쪽부분 빼고 이발됨 온순함,2.3(Kg),개,전라도,여자아이
2016(년생),전라북도 익산시 서동로42길 77 (용제동) 16통 1반,익산유기동물보호소,갈색,[개] 믹스견,N,20180823,063-859-5769,http://www.animal.go.kr/files/shelter/2018/07/201808120008326.jpg,보호중,사람을 많이경계함,12(Kg),개,전라도,여자아이
2016(년생),강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,검정색,[개] 닥스훈트,N,20180823,033-640-5591,http://www.animal.go.kr/files/shelter/2018/07/201808131008280.jpg,보호중,빨간색 목줄만 착용,4.2(Kg),개,강원도,여자아이
2015(년생),강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,검정색,[개] 코카 스파니엘,N,20180823,033-640-5591,http://www.animal.go.kr/files/shelter/2018/07/201808131008670.jpg,보호중,목줄만 착용 온순함,7.3(Kg),개,강원도,여자아이
2018(년생),경기도 안성시 봉남동 326-2,이성준동물병원,노랑/하양,[고양이] 한국 고양이,N,20180823,031-678-5492,http://www.animal.go.kr/files/shelter/2018/07/201808131208355.jpg,보호중,왼쪽 뒷다리 파행,1.3(Kg),고양이,경기도,남자아이
2018(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,갈/흰,[개] 믹스견,N,20180903,031-828-4033,http://www.animal.go.kr/files/shelter/2018/07/201808131608998.jpg,보호중,양귀쳐짐/왼귀뒤로잘넘김.코진갈색.배부분점박이무늬.사람따름.얌전함.단미안됨.털상태양호.,5(Kg),개,경기도,남자아이
2013(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터,백,[개] 말티즈,U,20180823,042-611-2696,http://www.animal.go.kr/files/shelter/2018/07/20180813140800.jpg,보호중,모질불량,3.00(Kg),개,대전광역시,여자아이
2018(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) ,대전광역시동물보호소,백황,[고양이] 코숏,N,20180823,042-251-4646,http://www.animal.go.kr/files/shelter/2018/07/201808131708412.jpg,보호중, ,0.3(Kg),고양이,대전광역시,상관없음
2018(년생),대전광역시 유성구 갑동로15번길 20-39 (갑동) ,대전광역시동물보호소,백황,[고양이] 코숏,N,20180823,042-251-4646,http://www.animal.go.kr/files/shelter/2018/07/201808131708923.jpg,보호중, ,0.35(Kg),고양이,대전광역시,상관없음
2018(년생),광주광역시 북구 본촌마을길 25 (본촌동/ 건국동사무소) 광주 동물보호소,광주 동물보호소,갈,[개] 믹스견,U,20180823,062-608-2724,http://www.animal.go.kr/files/shelter/2018/07/201808111608373.jpg,보호중,18-1101 딩동,5.4(Kg),개,광주광역시,여자아이
2017(년생),인천광역시 서구 가정동 517-32,가정동물병원,갈색,[개] 푸들,Y,20180823,032-560-4452,http://www.animal.go.kr/files/shelter/2018/07/201808111108562.jpg,보호중,핑크가슴줄.갈색리드줄.순함,2.8(Kg),개,인천광역시,남자아이
2014(년생),인천광역시 계양구 장제로 923 (병방동) ,계양구유기동물보호소,백색,[개] 말티즈,N,20180823,032-450-6844,http://www.animal.go.kr/files/shelter/2018/07/201808122208444.jpg,보호중,분홍색목줄착용,5.0(Kg),개,인천광역시,남자아이
2013(년생),인천광역시 계양구 장제로 923 (병방동) ,계양구유기동물보호소,갈색,[개] 푸들,N,20180823,032-450-6844,http://www.animal.go.kr/files/shelter/2018/07/201808122208188.jpg,보호중,전체 짧게 미용됨/사나움,6.0(Kg),개,인천광역시,남자아이
2008(년생),인천광역시 계양구 장제로 923 (병방동) ,계양구유기동물보호소,백색,[개] 말티즈,N,20180823,032-450-6844,http://www.animal.go.kr/files/shelter/2018/07/201808122208853.jpg,보호중,빨간색어깨끈+목줄착용,4.0(Kg),개,인천광역시,여자아이
2017(년생),인천광역시 부평구 부평동 431-15,백마동물병원,갈색/흰색,[개] 시츄,N,20180823,032-509-6553,http://www.animal.go.kr/files/shelter/2018/07/201808112108775.jpg,보호중,중성화 안됨,3(Kg),개,인천광역시,남자아이
2015(년생),인천광역시 부평구 부평동 431-15,백마동물병원,갈색,[개] 푸들,Y,20180823,032-509-6553,http://www.animal.go.kr/files/shelter/2018/07/201808111908895.jpg,보호중,매우 친화적,5(Kg),개,인천광역시,남자아이
2018(년생),인천광역시 계양구 다남로165번길 56 (다남동/ 유기동물보호소) ,인천광역시수의사회,회/갈/검,[고양이] 한국 고양이,U,20180823,032-749-7803,http://www.animal.go.kr/files/shelter/2018/07/201808121008268.jpg,보호중,건강미흡,1.5(Kg),고양이,인천광역시,여자아이
2008(년생),인천광역시 계양구 다남로165번길 56 (다남동/ 유기동물보호소) ,인천광역시수의사회,갈,[개] 푸들,Y,20180823,032-749-7803,http://www.animal.go.kr/files/shelter/2018/07/201808121008848.jpg,보호중,중성화,5(Kg),개,인천광역시,남자아이
2013(년생),인천광역시 계양구 다남동 35-8,인천광역시 수의사회 ,흰,[개] 믹스견,U,20180823,032-880-4383,http://www.animal.go.kr/files/shelter/2018/07/201808121108449.jpg,보호중,피부병,13(Kg),개,인천광역시,여자아이
2018(년생),인천광역시 계양구 다남동 35-8,인천광역시 수의사회 ,노랑/흰/주황,[기타축종] ,U,20180823,032-880-4383,http://www.animal.go.kr/files/shelter/2018/07/201808121108128.jpg,보호중,앵무새,0.1(Kg),기타축종,인천광역시,상관없음
2014(년생),인천광역시 중구 개항로 68 (경동) ,경동동물병원,흰색+흐린검정박이,[개] 그레이트 덴,N,20180823,032-760-7377,http://www.animal.go.kr/files/shelter/2018/07/201808112208139.jpg,보호중,신흥동공구상가를 배회하여/119에서신고받고 마취하여포획함,35.00(Kg),개,인천광역시,여자아이
2017(년생),대구광역시 달성군 화원읍 비슬로 2490 (화원읍) 옥포면 관할,명곡역동물병원,갈색,[개] 믹스견,N,20180823,053-668-3864,http://www.animal.go.kr/files/shelter/2018/07/201808111408786.jpg,보호중,교상. 엄청 사나움.,4.27(Kg),개,대구광역시,남자아이
2018(년생),대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,삼색,[고양이] 한국 고양이,N,20180823,053-667-2652,http://www.animal.go.kr/files/shelter/2018/07/201808131408889.jpg,보호중,어미분리자묘/ 탈수/ 탈진,0.10(Kg),고양이,대구광역시,여자아이
2017(년생),대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,흰+노랑,[고양이] 한국 고양이,N,20180823,053-664-2642,http://www.animal.go.kr/files/shelter/2018/07/201808131308306.jpg,보호중,교통사고,3.2(Kg),고양이,대구광역시,여자아이
2018(년생),대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,노랑+흰색,[고양이] 한국 고양이,N,20180823,053-664-2642,http://www.animal.go.kr/files/shelter/2018/07/201808131008867.jpg,보호중,어미분리자묘/ 탈수/ 탈진,0.20(Kg),고양이,대구광역시,여자아이
2010(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,(사)유기동물및동물,흰갈색,[개] 믹스견,U,20180823,051-970-4815,http://www.animal.go.kr/files/shelter/2018/07/201808131708761.jpg,보호중,강서362,5(Kg),개,부산광역시,남자아이
2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,(사)유기동물및동물,흰검갈색,[개] 믹스견,U,20180823,051-970-4815,http://www.animal.go.kr/files/shelter/2018/07/201808131708676.jpg,보호중,강서361,5(Kg),개,부산광역시,남자아이
2008(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,(사)유기동물및동물,흰색,[개] 푸들,U,20180823,051-970-4815,http://www.animal.go.kr/files/shelter/2018/07/201808131708815.jpg,보호중,강서360,3(Kg),개,부산광역시,여자아이
2007(년생),부산광역시 해운대구 해운대로 1252 (송정동) ,누리동물병원,흰색,[개] 포메라니안,N,20180823,051-749-5681,http://www.animal.go.kr/files/shelter/2018/07/201808131008942.jpg,보호중,흰색,3.3(Kg),개,부산광역시,남자아이
2018(년생),부산광역시 해운대구 송정동 81-5,누리동물병원,검정+갈색+흰색,[고양이] 혼합,N,20180823,051-607-4482,http://www.animal.go.kr/files/shelter/2018/07/201808131008554.jpg,보호중,사고의심/ 기력매우저하,1.3(Kg),고양이,부산광역시,여자아이
2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,동물보호관리협회,검갈색,[고양이] 한국 고양이,U,20180823,051-605-4475,http://www.animal.go.kr/files/shelter/2018/07/201808130908140.jpg,보호중,젖먹이/어미없음/기력소실/허약,0.3(Kg),고양이,부산광역시,상관없음
2015(년생),부산광역시 강서구 군라2길 206 (대저2동) ,부산동물보호센터,갈색,[개] 푸들,U,20180822,051-600-4481,http://www.animal.go.kr/files/shelter/2018/07/201808131008393.jpg,보호중,중구1-97호,4(Kg),개,부산광역시,여자아이
2018(년생),경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,갈/검/흰,[개] 믹스견,N,20180823,02-2627-1312,http://www.animal.go.kr/files/shelter/2018/07/201808131708442.jpg,보호중,양귀쫑긋.가슴에흰점털.사람따름.얌전함.단미안됨.털상태때탐.,10.3(Kg),개,경기도,남자아이
2014(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,갈,[개] 푸들,U,20180823,02-2600-6284,http://www.animal.go.kr/files/shelter/2018/07/201808131608801.jpg,보호중,체인목줄.눈물자국.짧게단미.왼위송곳니유치남음.낑낑거림.얌전함.꼬리단미됨.털상태양호.설사.,5.7(Kg),개,경기도,여자아이
2017(년생),경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,검/흰,[개] 보스턴 테리어,Y,20180823,02-2127-4274,http://www.animal.go.kr/files/shelter/2018/07/201808131608564.jpg,보호중,검정색 목걸이.부정교합.발바닥 피부발적.사람좋아함.얌전함.털상태때탐.단미안됨.칩있음.,9(Kg),개,경기도,남자아이
2018(년생),경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,흰,[개] 포메라니안,U,20180823,02-2127-4274,http://www.animal.go.kr/files/shelter/2018/07/201808131608608.jpg,보호중,스피츠+포메혼종인듯.눈물자국.얼굴털변색.코진갈.사람따름.얌전함.털상태양호.단미안됨.마름.,0.6(Kg),개,경기도,여자아이
2018(년생),서울특별시 용산구 보광동 259-1,21세기동물병원,고등어태비,[고양이] 한국 고양이,N,20180823,02-2199-8053,http://www.animal.go.kr/files/shelter/2018/07/201808111108429.jpg,보호중,이유식 먹음.,0.3(Kg),고양이,서울특별시,상관없음
2017(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,흰.검,[개] 믹스견,U,20180822,054-779-6303,http://www.animal.go.kr/files/shelter/2018/07/201808112308995.jpg,보호중, ,7(Kg),개,경상도,남자아이
2012(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,누런색,[개] 진도견,U,20180822,054-779-6303,http://www.animal.go.kr/files/shelter/2018/07/201808112308790.jpg,보호중,사나움. 마취후 신체검사진행함.,25(Kg),개,경상도,남자아이
2018(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,누런색,[개] 믹스견,U,20180822,054-779-6303,http://www.animal.go.kr/files/shelter/2018/07/201808112308792.jpg,보호중,생후2달,0.8(Kg),개,경상도,여자아이
2018(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,검은색.흰색,[개] 믹스견,U,20180822,054-779-6303,http://www.animal.go.kr/files/shelter/2018/07/201808112308459.jpg,보호중,생후2달,0.8(Kg),개,경상도,남자아이
2018(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,검은색.갈색,[개] 믹스견,U,20180822,054-779-6303,http://www.animal.go.kr/files/shelter/2018/07/201808112208142.jpg,보호중,생후2달,0.8(Kg),개,경상도,여자아이
2018(년생),경상북도 경주시 용담로 12 (황성동) ,공원옆동물병원,갈색/노란색,[개] 믹스견,U,20180822,054-779-6303,http://www.animal.go.kr/files/shelter/2018/07/201808112208928.jpg,보호중,생후1개월,0.8(Kg),개,경상도,남자아이
2017(년생),경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,백,[개] 말티즈,Y,20180822,054-270-2724,http://www.animal.go.kr/files/shelter/2018/07/201808111708726.jpg,보호중,순함/미용,3(Kg),개,경상도,여자아이
2018(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,흰색/ 검정,[개] 믹스견,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/201808121008178.jpg,보호중,얼굴이 대부분 검으나 코 주위에 흰색 털이 있음,7(Kg),개,경기도,남자아이
2018(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,검정,[개] 믹스견,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/201808121008687.jpg,보호중,파란색 목줄을 매고있음/ 어리고 귀여움,2(Kg),개,경기도,남자아이
2016(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,검정,[개] 믹스견,U,20180821,031-369-6381,http://www.animal.go.kr/files/shelter/2018/07/20180812100826.jpg,보호중,빨간색 목줄을 매고있음,12(Kg),개,경기도,남자아이
2017(년생),경기도 남양주시 금곡로 44 (금곡동/ 성원빌딩) 1층,남양주동물보호협회,연황색,[개] 믹스견,N,20180822,031-590-2325,http://www.animal.go.kr/files/shelter/2018/07/201808121508821.jpg,보호중,무리지어 다니는 들개로 사나움,20(Kg),개,경기도,여자아이
2013(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,치즈,[고양이] 한국 고양이,N,20180822,052-204-1633,http://www.animal.go.kr/files/shelter/2018/07/201808131108435.jpg,보호중, 순함 집과 함께 버려짐,8.3(Kg),고양이,울산광역시,남자아이
2017(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,투톤,[개] 믹스견,N,20180822,052-204-1633,http://www.animal.go.kr/files/shelter/2018/07/201808121008157.jpg,보호중,순함,15(Kg),개,울산광역시,남자아이
2018(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,흰색,[개] 믹스견,N,20180822,052-204-1633,http://www.animal.go.kr/files/shelter/2018/07/20180812100867.jpg,보호중,파보양성 코로나장염 양성,1.7(Kg),개,울산광역시,여자아이
2016(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,투톤,[개] 믹스견,N,20180822,052-204-1633,http://www.animal.go.kr/files/shelter/2018/07/201808121008865.jpg,보호중,허약 경계심있고  진드기,6(Kg),개,울산광역시,여자아이
2017(년생),울산광역시 남구 삼산로 121 (달동) ,D&C동물병원,흰색,[개] 푸들,Y,20180822,052-226-5663,http://www.animal.go.kr/files/shelter/2018/07/201808111408841.jpg,보호중,눈주위 피부염,4.0(Kg),개,울산광역시,남자아이
2015(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,검정색,[개] 푸들,N,20180822,02-879-5798,http://www.animal.go.kr/files/shelter/2018/07/201808111808276.jpg,보호중,털이길고지저분함/마른편/코검정/칩없음,3(Kg),개,서울특별시,여자아이
2018(년생),경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소,흰색,[개] 믹스견,N,20180820,055-749-6203,http://www.animal.go.kr/files/shelter/2018/07/201808111508127.jpg,보호중,생후 30일쯤  앙칼짐,0.8(Kg),개,경상도,남자아이
2018(년생),경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소,갈색,[개] 믹스견,N,20180820,055-749-6203,http://www.animal.go.kr/files/shelter/2018/07/201808111508932.jpg,보호중,생후 30일쯤,0.7(Kg),개,경상도,여자아이
2018(년생),경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소,흰색+갈색,[개] 믹스견,N,20180820,055-749-6203,http://www.animal.go.kr/files/shelter/2018/07/201808111508442.jpg,보호중,생후 30일쯤,0.8(Kg),개,경상도,여자아이
2009(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,갈색,[개] 믹스견,U,20180820,054-550-6287,http://www.animal.go.kr/files/shelter/2018/07/201808111908869.jpg,보호중,오래 유기되어 지저분하고 피부병,5(Kg),개,경상도,남자아이
